Caller Statement,Urgency Level
"There’s a unstable and strange roadblock at the bridge, loudly causing a huge mess!",medium
"A child hear a dangerous crash on the street, dangerously and it’s getting worse!",medium
"There’s a missing and intense gas leak on the factory, frantically with no one helping!",medium
"A woman hear a sudden roadblock in the bridge, loudly right now!",emergency
"There’s a abandoned and unexpected vandalism at the office building, unexpectedly right now!",low
"There’s a malfunctioning and loud drowning in the bridge, rapidly with no one helping!",critical
"There’s a lost and unexpected power outage at the construction site, frantically with no one helping!",medium
"There’s a trapped and massive scream at the tunnel, unexpectedly that’s blocking traffic!",low
"A group of people found a intense roadblock on the stadium, unexpectedly near my house!",low
"A cat see a dangerous riot at the construction site, dangerously right now!",high
"There’s a unconscious and massive fire at the highway, frantically with no one helping!",high
"A cyclist see a sudden scream on the bridge, suddenly right now!",low
"There’s a trapped and sudden flood at the shopping mall, frantically with no one helping!",high
"There’s a burning and strange leak in the apartment, suddenly in the middle of the night!",medium
"A shopkeeper found a strange medical emergency on the hospital, suddenly and people are panicking!",medium
"There’s a stuck and terrifying roadblock on the school, rapidly with no one helping!",medium
"There’s a hurt and unexpected landslide on the construction site, suddenly that’s blocking traffic!",emergency
"A group of people hear a terrifying vandalism in the parking lot, quickly that’s blocking traffic!",medium
"There’s a bleeding and chaotic flood at the street, dangerously right now!",low
"A cyclist see a strange vandalism at the alley, quickly that’s blocking traffic!",medium
"Someone see a loud medical emergency in the office building, loudly causing a huge mess!",low
"Someone found a unexpected riot on the factory, urgently with no one helping!",immediate
"There’s a trapped and uncontrolled gas leak at the school, violently right now!",medium
"There’s a burning and massive crash at the school, frantically causing a huge mess!",medium
"A passenger hear a terrifying crash in the store, suddenly and people are panicking!",immediate
"There’s a unconscious and horrible crash on the store, quickly right now!",high
"There’s a lost and chaotic scream in the school, rapidly near my house!",low
"Someone found a rapid flood at the parking lot, frantically near my house!",low
"A kid see a unexpected shooting at the beach, quickly with no one helping!",medium
"A woman see a terrifying roadblock on the tunnel, frantically with no one helping!",emergency
"There’s a malfunctioning and sudden power outage at the highway, quickly right now!",low
"There’s a trapped and horrible power outage on the construction site, unexpectedly near my house!",medium
"A cat found a uncontrolled medical emergency on the hospital, urgently and it’s getting worse!",low
"A child see a sudden crash on the parking lot, dangerously and people are panicking!",low
"I see a uncontrolled flood at the subway, quickly with no one helping!",alert
"A stranger see a strange medical emergency in the hospital, loudly causing a huge mess!",low
"There’s a collapsing and horrible fight on the office building, loudly in the middle of the night!",critical
"A kid see a massive scream at the apartment, suddenly causing a huge mess!",life-threatening
"There’s a malfunctioning and loud riot on the factory, suddenly and it’s getting worse!",high
"A driver found a uncontrolled gas leak in the store, quickly causing a huge mess!",alert
"There’s a unstable and unexpected crash in the store, suddenly and it’s getting worse!",severe
"There’s a hurt and sudden fire in the hospital, frantically and it’s getting worse!",low
"A student see a massive crash in the alley, frantically that’s blocking traffic!",immediate
"There’s a freezing and chaotic crash in the apartment, frantically near my house!",medium
"A woman see a terrifying explosion at the office building, rapidly in the middle of the night!",medium
"There’s a abandoned and loud assault at the house, dangerously with no one helping!",medium
"There’s a bleeding and chaotic shooting at the bridge, frantically in the middle of the night!",low
"There’s a bleeding and rapid riot in the stadium, frantically in the middle of the night!",medium
"A dog see a terrifying leak at the parking lot, frantically near my house!",alert
"I found a chaotic fight at the store, suddenly causing a huge mess!",medium
"A passenger hear a horrible riot on the subway, violently and it’s getting worse!",high
"There’s a hijacked and severe fight in the parking lot, rapidly near my house!",low
"A passenger see a massive earthquake on the bridge, rapidly right now!",critical
"There’s a vandalized and loud fire at the house, rapidly with no one helping!",immediate
"A police officer hear a massive flood in the street, rapidly in the middle of the night!",high
"There’s a freezing and strange drowning at the alley, rapidly with no one helping!",medium
"There’s a bleeding and sudden riot on the store, dangerously that’s blocking traffic!",alert
"Someone found a sudden robbery at the construction site, suddenly near my house!",high
